asset_id,名称,asset_type,category,source_batch,candidate_status,runtime_lifecycle,consumer,applicability,runtime_applicability,supported_products,supported_display_contracts,required_inputs,use_when,avoid_when,not_when,gold_fixture_refs,valid_until,superseded_by,能力边界摘要,真源路径,source_sha256
D-REVERSAL-002,让动作、对比或画面承担认知变化,generation_method,D,batch_3_cdf,review_candidate,review_candidate,,,,P1_dressing_decision；P2_product_truth；P5_visual_styling_story,,要修正的旧判断；可观察变量；保持不变的对照条件；当前制作条件,核心新理解可以通过穿着动作、前后对比、商品细节或视觉关系被看见；仅口头解释会削弱说服力,没有真实商品或可观察差异；对比需要伪造穿着结果、身体变化或交易反馈,,CDF-V14,,,没有真实商品或可观察差异；对比需要伪造穿着结果、身体变化或交易反馈,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
D-RHETORIC-001,把幽默、比喻和反差当作解释器,generation_method,D,batch_3_cdf,review_candidate,review_candidate,,,,P1_dressing_decision；P2_product_truth；P3_brand_life_narrative；P4_local_response；P5_visual_styling_story,,主要产品价值；需要被解释或放大的具体关系；账号语气边界,修辞能够让专业关系、人格反应或视觉变化更容易被理解和记住,修辞会遮蔽事实、贬损人物或取代主产品价值；只有靠夸张和梗才能成立,,CDF-V21,,,修辞会遮蔽事实、贬损人物或取代主产品价值；只有靠夸张和梗才能成立,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
D-RHETORIC-002,一条内容只保留一条主情绪路线,generation_method,D,batch_3_cdf,review_candidate,review_candidate,,,,P1_dressing_decision；P2_product_truth；P3_brand_life_narrative；P4_local_response；P5_visual_styling_story,,主要产品价值；账号语气；受众期望回报,内容同时出现幽默、共情、克制、幸福感等多个候选效果；需要确定受众主要感受和表达方式,不同效果属于多个独立成品方向，应使用 exploratory；主要产品价值尚未形成,,CDF-V21,,,不同效果属于多个独立成品方向，应使用 exploratory；主要产品价值尚未形成,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
E-ACTUALITY-001,区分概念方案、摆拍捕捉与实际捕捉，不把故事真实性和媒体真实性混成一维,generation_method,E,batch_4_be,review_candidate,review_candidate,,,,P1_dressing_decision；P2_product_truth；P3_brand_life_narrative；P4_local_response；P5_visual_styling_story,,成品默认媒体实际性；少数例外素材/镜头；用户需要理解或执行的差异,成品包含待拍概念、摆拍画面、真实现场或混合素材；用户可能据此判断是否已经实拍或现场发生,为每个普通镜头制造用户操作负担；把真实事件等同于所有画面都必须是实际抓拍,,BE-V07；BE-V30,,,为每个普通镜头制造用户操作负担；把真实事件等同于所有画面都必须是实际抓拍,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
E-ADAPT-001,跨媒体改写保持业务不变量，重新组织表现变量,generation_method,E,batch_4_be,review_candidate,active,content-production / M5-2-media,,明确从已授权源版本改编到当前目标时,P1_dressing_decision；P2_product_truth；P3_brand_life_narrative；P4_local_response；P5_visual_styling_story,,主要产品价值；核心结论/人格反应/关系回报/造型命题；品牌账号身份；商品与事实绑定；新媒体条件,同一主题要改为视频、图文、图片组、口播或其他制作方式；制作条件发生变化但主要成果不变,新请求实质改变主要成果或形成另一项独立成品；源版本的事实、商品或账号身份已经失效,,BE-V26,,,新请求实质改变主要成果或形成另一项独立成品；源版本的事实、商品或账号身份已经失效,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
E-COLOR-001,光线和调色可以组织情绪，但不能误导商品颜色、纹理和结构,generation_method,E,batch_4_be,review_candidate,review_candidate,,,,P5_visual_styling_story；P2_product_truth；P1_dressing_decision；P3_brand_life_narrative；P4_local_response,,商品已知/可观察外观；当前光线与后期处理；本篇承重视觉特征,视觉内容使用自然光、人工光、滤镜或后期调色；商品颜色、纹理或结构是受众判断的重要依据,当前画面无法可靠表现真实商品外观；概念效果会被受众理解为实物状态却没有说明,,BE-V29,,,当前画面无法可靠表现真实商品外观；概念效果会被受众理解为实物状态却没有说明,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
E-FORM-001,根据主要产品价值选择表现语法，不让形式反向决定路由,generation_method,E,batch_4_be,review_candidate,active,content-production / M5-2-media,,当前主要产品需要决定媒体表达关系时,P1_dressing_decision；P2_product_truth；P3_brand_life_narrative；P4_local_response；P5_visual_styling_story,,唯一主要产品合同；受众主要变化；承重内容；实际制作条件,同一主题可以口播、演示、旁白、对话或纯视觉；系统需要判断哪种形式最能完成当前 P1—P5 价值,用户明确要求的媒体成果与当前能力冲突且无法降级；形式要求本身已经构成另一项独立成果,,BE-V21,,,用户明确要求的媒体成果与当前能力冲突且无法降级；形式要求本身已经构成另一项独立成果,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
E-FORM-002,纯视觉只在主要关系无需语言补证时使用,generation_method,E,batch_4_be,review_candidate,review_candidate,,,,P5_visual_styling_story；P1_dressing_decision；P2_product_truth；P3_brand_life_narrative；P4_local_response,,可见主线；真实商品/人物/环境条件；首个视觉入口与展开方式,商品、身体、动作或环境关系已经可由画面直接被看见；语言会重复画面或削弱观看节奏,受众无法从画面理解关键条件、代价或事实边界；只有抽象氛围，没有可复述的视觉主线,,BE-V13,,,受众无法从画面理解关键条件、代价或事实边界；只有抽象氛围，没有可复述的视觉主线,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
E-FORM-003,边讲边演示时，让话语只解释动作无法独立说明的部分,generation_method,E,batch_4_be,review_candidate,review_candidate,,,,P1_dressing_decision；P2_product_truth；P4_local_response；P5_visual_styling_story；P3_brand_life_narrative,,要解释的判断或条件；可见演示动作；话语与动作的分工,判断或商品取舍需要与穿着动作、结构细节或视觉变化同步；纯口播会缺少证明，纯画面会缺少条件,演示与话语各自形成不同主线；动作只是手舞足蹈而不提供信息,,BE-V22,,,演示与话语各自形成不同主线；动作只是手舞足蹈而不提供信息,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
E-FORM-004,旁白用于保留视觉连续和关系空间，不替画面作证,generation_method,E,batch_4_be,review_candidate,review_candidate,,,,P2_product_truth；P3_brand_life_narrative；P4_local_response；P5_visual_styling_story；P1_dressing_decision,,连续画面主线；旁白承担的解释/观点职责；账号与角色合法位置,画面需要连续展开而出镜口播会打断动作；账号观点或专业解释可以后置覆盖,旁白声称画面没有显示的商品结果或现实事件；受众需要明确看见发声者身份才理解关系,,BE-V22,,,旁白声称画面没有显示的商品结果或现实事件；受众需要明确看见发声者身份才理解关系,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
E-FORM-005,对话和问答只在关系或观点差异承担价值时使用,generation_method,E,batch_4_be,review_candidate,review_candidate,,,,P3_brand_life_narrative；P4_local_response；P1_dressing_decision；P2_product_truth；P5_visual_styling_story,,问题或观点差异；双方角色位置；真实/假设/演绎口径,不同角色位置、真实问题或关系距离是主要价值的一部分；一个问题需要以现场回应形成观看价值,只是为了热闹增加第二个人；没有真实评论/关系前提却冒充顾客对话；一人任务无法完成双人场面且未明确演绎,,BE-V23,,,只是为了热闹增加第二个人；没有真实评论/关系前提却冒充顾客对话；一人任务无法完成双人场面且未明确演绎,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
E-FORM-006,单帧、图片组和静物序列按关系展开需要选择,generation_method,E,batch_4_be,review_candidate,active,content-production / M5-2-media,,当前目标为小红书图文时,P1_dressing_decision；P2_product_truth；P3_brand_life_narrative；P4_local_response；P5_visual_styling_story,,一张主图或序列中每张图的职责；可见主线；必要文字与顺序,任务可以由一张主图直接成立，或需要多个画面按顺序展开；没有视频制作条件但仍需完整视觉成品,图片组只是把同一站姿重复多次；顺序与受众理解无关；静物图无法承担穿着关系却仍标 P5,,BE-V24,,,图片组只是把同一站姿重复多次；顺序与受众理解无关；静物图无法承担穿着关系却仍标 P5,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
E-MEDIA-001,媒体进入系统的来源路径与画面实际性保持正交,generation_method,E,batch_4_be,review_candidate,review_candidate,,,,P1_dressing_decision；P2_product_truth；P3_brand_life_narrative；P4_local_response；P5_visual_styling_story,,媒体引用；进入系统的路径；已知实际性/创作方式；当前可用权限,图片/视频可能来自用户上传、组织素材、系统生成、合成或外部连接器；需要避免把“用户上传”误解为真实抓拍,试图在本批冻结完整媒体来源枚举、权利模型或支持矩阵；用来源路径推定素材已获授权,,BE-V30,,,试图在本批冻结完整媒体来源枚举、权利模型或支持矩阵；用来源路径推定素材已获授权,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
E-RESOURCE-001,把制作资源与表现语法分开判断,generation_method,E,batch_4_be,review_candidate,review_candidate,,,,P1_dressing_decision；P2_product_truth；P3_brand_life_narrative；P4_local_response；P5_visual_styling_story,,主要产品价值；当前可用人数、设备、空间与时间约束；可以选择的表现语法,系统需要把同一内容任务适配到单人、双人或团队条件；用户先说设备/人数，容易被误解成固定内容形式,用户已经明确要求某种不可替代的成果且当前资源无法完成；权限、真实商品或素材使用边界尚未成立,,BE-V14,,,用户已经明确要求某种不可替代的成果且当前资源无法完成；权限、真实商品或素材使用边界尚未成立,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
E-RESOURCE-002,按“主价值—承重关系—表现语法—制作资源”顺序编译,generation_method,E,batch_4_be,review_candidate,active,content-production / M5-2-media,,当前媒体条件与主要产品同时出现时,P1_dressing_decision；P2_product_truth；P3_brand_life_narrative；P4_local_response；P5_visual_styling_story,,唯一主要产品合同；受众需要发生的主要变化；当前任务中的承重事实或关系；实际制作条件,种子、商品和媒体要求同时出现，容易形成字段拼盘；需要决定画面、文字、动作和声音谁承担主要价值,主要产品路由尚未确定；用户只在普通讨论而未形成可执行任务,,BE-V15,,,主要产品路由尚未确定；用户只在普通讨论而未形成可执行任务,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
E-RESOURCE-003,让当前真实条件直接塑造唯一主版本,generation_method,E,batch_4_be,review_candidate,active,content-production / M5-2-media,,当前条件下只需要一份可执行主版本时,P1_dressing_decision；P2_product_truth；P3_brand_life_narrative；P4_local_response；P5_visual_styling_story,,当前制作条件；主要产品价值；不可删除的承重画面/声音/文本,用户给出当前人数、设备、场地或是否露脸等制作条件；系统容易默认附加低配/高配两套方案,用户明确要求多路线探索或两种独立制作成果；当前条件缺失且确实会改变主要成果,,BE-V16,,,用户明确要求多路线探索或两种独立制作成果；当前条件缺失且确实会改变主要成果,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
E-RESOURCE-004,团队资源只负责深化同一命题，不生成“总部版产品”,generation_method,E,batch_4_be,review_candidate,review_candidate,,,,P1_dressing_decision；P2_product_truth；P3_brand_life_narrative；P4_local_response；P5_visual_styling_story,,已成立的主要产品价值或 P5 可见造型命题；团队可用资源；品牌视觉边界,总部或团队拥有更多人物、空间、灯光和后期资源；需要把轻制作命题扩展为更充分的视觉/媒体展开,扩展后主要产品价值已经改变；新增场景只是为了展示预算或制作规模,,BE-V17,,,扩展后主要产品价值已经改变；新增场景只是为了展示预算或制作规模,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
E-SOLO-001,用固定机位和明确动作区建立单人可执行画面,generation_method,E,batch_4_be,review_candidate,review_candidate,,,,P1_dressing_decision；P2_product_truth；P3_brand_life_narrative；P4_local_response；P5_visual_styling_story,,可稳定放置手机的位置；人物/商品活动范围；承重动作或画面,一人一手机或没有摄影师；需要完整身体、商品轮廓或动作关系被看见,必须追踪高速移动或复杂空间关系；固定机位会遮挡关键商品细节且无法补拍,,BE-V18；BE-V19,,,必须追踪高速移动或复杂空间关系；固定机位会遮挡关键商品细节且无法补拍,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
E-SOLO-002,单人多景别优先靠主体距离、方向与补拍变化完成,generation_method,E,batch_4_be,review_candidate,review_candidate,,,,P1_dressing_decision；P2_product_truth；P3_brand_life_narrative；P4_local_response；P5_visual_styling_story,,固定机位；可移动距离；整体与细节各自要证明什么,需要全身、局部和商品细节，但只有固定手机；视觉命题需要从整体过渡到细节或反向展开,距离变化会造成严重失焦或商品颜色失真；用户当前空间无法安全移动,,BE-V19,,,距离变化会造成严重失焦或商品颜色失真；用户当前空间无法安全移动,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
E-SOLO-003,把切点放在可重复动作上，用动作连续保持关系清楚,generation_method,E,batch_4_be,review_candidate,review_candidate,,,,P1_dressing_decision；P2_product_truth；P3_brand_life_narrative；P4_local_response；P5_visual_styling_story,,可重复动作；切换前后的主要变量；需要保持不变的条件,需要在同一动作中切换商品面、穿着状态、景别或场景；单人制作希望降低复杂转场难度,动作不能稳定复现；切换会让商品状态或事件真实性被误解,,BE-V01；BE-V20,,,动作不能稳定复现；切换会让商品状态或事件真实性被误解,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
E-SOLO-004,把普通门店空间和自然光作为可控条件，而不是自动升级成布景,generation_method,E,batch_4_be,review_candidate,review_candidate,,,,P1_dressing_decision；P2_product_truth；P3_brand_life_narrative；P4_local_response；P5_visual_styling_story,,可用拍摄区域；主光方向；背景中的干扰与敏感元素；商品真实颜色/结构,门店、办公室或自然空间就是当前真实制作环境；需要低成本完成商品、人物和品牌空间关系,背景包含未经授权人物或敏感信息；光线会严重改变商品颜色/纹理且无法调整；空间本身会被误解为经营陈列实况主张,,BE-V19,,,背景包含未经授权人物或敏感信息；光线会严重改变商品颜色/纹理且无法调整；空间本身会被误解为经营陈列实况主张,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
E-SOUND-001,环境声、脚步和衣料声优先承担质感、动作与空间信息,generation_method,E,batch_4_be,review_candidate,active,content-production / M5-2-media,,当前目标为视频且声音承担内容时,P5_visual_styling_story；P3_brand_life_narrative；P4_local_response；P2_product_truth；P1_dressing_decision,,可安全录制的环境；声音与画面的真实关系；主要视觉/叙事职责,动作、材质或空间本身有可辨声音；希望减少说明性口播并保留真实感,录音会暴露顾客隐私或未经授权对话；声音与实际材质/动作不匹配；噪声影响核心信息,,BE-V29,,,录音会暴露顾客隐私或未经授权对话；声音与实际材质/动作不匹配；噪声影响核心信息,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
E-SOUND-002,音乐与转场声只组织节奏和情绪，不替代内容关系,generation_method,E,batch_4_be,review_candidate,review_candidate,,,,P1_dressing_decision；P2_product_truth；P3_brand_life_narrative；P4_local_response；P5_visual_styling_story,,主要内容节奏；品牌/账号表达幅度；声音使用权与当前媒体条件,需要建立节奏、停顿或情绪方向；声音可以帮助视觉/叙事完成但不是主要证据,音乐制造的情绪与品牌或账号不符；转场音成为主要刺激而商品/观点不可见；权利范围不清,,BE-V29,,,音乐制造的情绪与品牌或账号不符；转场音成为主要刺激而商品/观点不可见；权利范围不清,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
E-TEXT-001,字幕和屏显文字只定位、压缩或强调已经成立的内容,generation_method,E,batch_4_be,review_candidate,active,content-production / M5-2-media,,文字不能替代图像或动作证据时,P1_dressing_decision；P2_product_truth；P3_brand_life_narrative；P4_local_response；P5_visual_styling_story,,画面/话语已经成立的主要信息；需要文字承担的唯一职责,需要在无声观看中保留核心信息；条件、对比或动作节点需要短句定位,文字是唯一能让受众相信画面发生了变化的依据；屏幕文字承载过多课堂解释,,BE-V28,,,文字是唯一能让受众相信画面发生了变化的依据；屏幕文字承载过多课堂解释,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
E-TIME-001,用能完整兑现主价值且无冗余的自然时长,generation_method,E,batch_4_be,review_candidate,active,content-production / M5-2-media,,视频需要无冗余自然时长时,P1_dressing_decision；P2_product_truth；P3_brand_life_narrative；P4_local_response；P5_visual_styling_story,,主要产品价值；不可删除的承重段落/画面/声音；当前媒体和制作条件,用户未指定严格时长；不同内容需要不同的判断、关系或视觉展开长度,平台或用户已经给出明确上限；内容因所谓完整而不断加解释、情节或重复镜头,,BE-V25,,,平台或用户已经给出明确上限；内容因所谓完整而不断加解释、情节或重复镜头,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
E-TIME-002,缩短时按功能重新编排，不从尾部机械截断,generation_method,E,batch_4_be,review_candidate,active,content-production / M5-2-media,,用户明确要求压短时,P1_dressing_decision；P2_product_truth；P3_brand_life_narrative；P4_local_response；P5_visual_styling_story,,源版本的主价值、核心结论、事实和承重画面；目标时长/长度；可删除与不可删除部分,用户要求更短版本或平台时长收紧；当前版本包含可压缩解释和重复,目标长度无法容纳主要产品价值与必要事实；缩短会导致 P5 视觉关系或 P1/P2 边界丢失,,BE-V26,,,目标长度无法容纳主要产品价值与必要事实；缩短会导致 P5 视觉关系或 P1/P2 边界丢失,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
E-TIME-003,延长时增加证据、体验或关系层次，不重复同一观点,generation_method,E,batch_4_be,review_candidate,review_candidate,,,,P1_dressing_decision；P2_product_truth；P3_brand_life_narrative；P4_local_response；P5_visual_styling_story,,源版本主价值；可以深化的真实信息或制作资源；不应改变的核心结论与事实,用户要求更长版本；当前主线有真实可展开的条件、证据、动作或关系,没有新的信息职责；只能通过更多形容词、场景和金句延长,,BE-V26,,,没有新的信息职责；只能通过更多形容词、场景和金句延长,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
E-VISUAL-001,让第一个主要视觉入口先给出具体观看承诺,generation_method,E,batch_4_be,review_candidate,active,content-production / M5-2-media,,当前成品需要首图、封面或首帧时,P5_visual_styling_story；P1_dressing_decision；P2_product_truth；P3_brand_life_narrative；P4_local_response,,主要产品价值；可见主线；当前媒体的第一视觉入口,视觉承担主要或重要价值；用户需要封面、首图、开场或第一画面,入口只能靠抽象标题解释；为了抓人伪造商品、身体或事件结果,,BE-V27,,,入口只能靠抽象标题解释；为了抓人伪造商品、身体或事件结果,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
E-VISUAL-002,用主次、留白、对比和空间关系控制观看路径,generation_method,E,batch_4_be,review_candidate,review_candidate,,,,P5_visual_styling_story；P1_dressing_decision；P2_product_truth；P3_brand_life_narrative；P4_local_response,,主视觉重音；支持元素；背景与文字职责,画面中商品、人物、背景和文字同时存在；需要让一个视觉重音先被看见,所有元素都被要求同等突出；品牌视觉边界尚未确认却用通用审美替代,,BE-V27,,,所有元素都被要求同等突出；品牌视觉边界尚未确认却用通用审美替代,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
E-VISUAL-003,让图片或镜头顺序完成入口、展开和完成，而不是堆镜头,generation_method,E,batch_4_be,review_candidate,active,content-production / M5-2-media,,当前成品需要图片或镜头顺序时,P5_visual_styling_story；P1_dressing_decision；P2_product_truth；P3_brand_life_narrative；P4_local_response,,序列主线；每一段/图的唯一职责；完成条件,单帧不足以表达完整关系；内容需要通过动作、比较或细节逐步被理解,顺序可任意交换而不影响理解；每个镜头都只是不同姿势的重复,,BE-V27,,,顺序可任意交换而不影响理解；每个镜头都只是不同姿势的重复,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
E-VISUAL-004,动作连续应服务视觉理解，不为转场炫技,generation_method,E,batch_4_be,review_candidate,review_candidate,,,,P5_visual_styling_story；P1_dressing_decision；P2_product_truth；P3_brand_life_narrative；P4_local_response,,动作方向与起止点；镜头间保持/改变的条件；受众要看见的关系,跨镜头展示同一动作或同一商品状态变化；需要减少剪辑断裂,动作连续会掩盖真实时间/场景差异；承重变化无法稳定重复,,BE-V20,,,动作连续会掩盖真实时间/场景差异；承重变化无法稳定重复,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
F-HQ-PRODUCT-001,总部设计/商品专业角色,industry_role_template,F,batch_3_cdf,review_candidate,review_candidate,,,,,,,,,,CDF-V23,,,某门店顾客的第一人称经历；区域消费事实；没有资料支持的品牌设计动机、测试、成本与研发故事；系统权限或审批权；门店当天销售/库存；未确认用户故事；超出职责的品牌长期承诺,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
F-HQ-SERVICE-001,总部零售/服务专业角色,industry_role_template,F,batch_3_cdf,review_candidate,review_candidate,,,,,,,,,,CDF-V23,,,某家门店实际发生的顾客故事；当地生活和商圈的第一人称证明；未经确认的全国门店执行事实；门店管理审批权；具体门店现货/营业状态；区域消费画像；私人顾客关系,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
F-HQ-VALUE-001,总部品牌价值/主理角色,industry_role_template,F,batch_3_cdf,review_candidate,review_candidate,,,,,,,,,,CDF-V23,,,某家门店的第一人称顾客服务经历；未参与的商品设计/技术细节；未经企业确认的创始人私生活与人生经历；区域或终端的真实现场；具体门店当日经营事实；未经确认的研发、成本或销量故事；私人家庭生活的默认编造,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
F-MATRIX-001,三级 IP 矩阵冷启动规划模板,industry_role_template,F,batch_3_cdf,review_candidate,review_candidate,,,,,,,,,,CDF-V25,,,任何一个具体真人或发布账号；把五类角色资产理解为必须创建五个账号；把模板角色直接激活为正式人设；用总部账号替门店角色；固定账号数量；固定内容比例；总部逐条审批；为未来空角色预建账号和流程,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
F-REGION-OPERATOR-001,区域经营/转译角色,industry_role_template,F,batch_3_cdf,review_candidate,review_candidate,,,,,,,,,,CDF-V24,,,总部设计/品牌价值决策者；某家加盟店的第一人称现场；未经输入的地区人群画像；终端私人素材与私人系列前情；总部内部决策细节；未确认的当地消费性格；门店库存、顾客和服务结果,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
F-STORE-ADVISOR-001,终端搭配顾问/导购角色,industry_role_template,F,batch_3_cdf,review_candidate,review_candidate,,,,,,,,,,CDF-V23,,,医疗或身体诊断者；总部设计/开发决策者；未经输入的顾客购买结果与私人关系；店长经营决策权限；身体羞辱；绝对显瘦显高承诺；未经确认的商品动机与功能,首批领域数据库知识数据/第六批-G零售经营陈列知识与墙面挂杆闭环包-v0.1/15-双应用全库机器导入候选-v0.2.jsonl,f0aa764a4e78198eb141f39a7ac7af33c3fc5b9d364fa07a58f066f0741eec11
